ID,SKU,IMAGE,PRICE,TITLE,HANDLE,CPU,GPU,RAM,STORAGE,COOLER,MOTHERBOARD,CASE,PSU,INVENTORY,COMPARE PRICE,TYPE,CATEGORY,USECASE,form_factor,persona_tags,style_tags,strengths,target_resolution,score_res_1080p,score_res_1440p,score_res_1440p_heavy,score_res_4k_light,score_res_4k_heavy,score_game_fortnite,score_game_gta_v,score_game_cod,score_game_diablo,score_game_starfield,score_game_league,score_game_sim_racing,score_game_flight_sim,score_game_cyberpunk,score_game_apex,score_game_valorant,score_game_bg3,score_work_documents,score_work_creative,score_work_coding,score_work_3d,score_study_assignments,score_study_online_classes,score_study_creative_software,score_study_stem,score_essentials_browsing,score_essentials_streaming,score_essentials_office_apps,score_essentials_light_gaming
RTS_54,RTS-AU-GGBWS-LVL5-BK,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/c102.png?v=1751191870,2295,PHOTO EDITING LITE,https://aftershockpc.com.au/products/flow-lvl-5-u5-245kf-rtx-4060ti-16gb,Intel Core Ultra 5 245KF | 5.2 GHz | 14 Cores 14 Threads,Gigabyte RTX 4060Ti Windforce OC V2 - 16GB,32GB Lexar Thor RGB 6000MHz (2x16GB),1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs),Aftershock Glacier Mirror 240mm,Gigabyte B860M Eagle Wi-Fi 6E - DDR5,Gigabyte C102 Glass,750W Gigabyte UD 750GM PG5 80+ Gold,3,2800,Desktop,RTS,Gaming,Desktop,"[""Engineering Student"", ""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,6,5,5,5,7,10,6,7,10,10,10,7
RTS_55,CLR-PJ-102060,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/RAMEN-PC-SEAFOOD.png?v=1753780724,3149,RAMEN PC,https://aftershockpc.com.au/products/ramen-pc-i5-14600kf-rtx-4070-ti,Intel Core i5-14600KF | 5.3 GHz | 14 Cores 20 Threads,Gigabyte RTX 4070Ti Super Aero OC - 16GB,32GB Kingston Fury Beast RGB 6000MHz (2x16GB) CL36 - White,2TB Gen4 Kingston KC3000 M.2. NVME (R: 7000MB/s | W: 7000MB/s),Aftershock Glacier Mirror 240mm - White,Gigabyte B760M Gaming X AX - DDR5,Thermaltake S100 - White,850W Inwin P85II 80+ Gold,1,3600,Desktop,RTS,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
RTS_56,RTS-SR-LVL-4-P4,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/RAPIDLVL4_2.jpg?v=1754359129,1495,RAPID : LVL 4,https://aftershockpc.com.au/products/rapid-lvl-4-r5-7500f-rtx-5060,AMD Ryzen 5 7500F | 5.0 GHz | 6 Cores 12 Threads,Zotac RTX 5060 Twin Edge OC - 8GB,32GB Lexar Thor RGB 6000MHz (2x16GB),1TB Gen4 Lexar NQ790 M.2. NVME (R 7000MBs | W 6000MBs),Aftershock M-42 Frost Air Cooler - Black,Gigabyte B650M Gaming Wi-Fi - DDR5,Aftershock Rapid - Black 2025,650W Gigabyte P650SS 80+ Silver,50,1800,Desktop,RTS,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Engineering Student"", ""Light Gamer""]","[""RGB Showcase""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,6,5,5,5,7,10,6,7,10,10,10,7
RTS_57,RTS-SR-LVL-7-RAPID-V3,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/RAPIDLVL7_2f9ab34b-4f57-44be-8414-a9c33906c099.jpg?v=1754272308,1995,RAPID : LVL 7,https://aftershockpc.com.au/products/rapid-lvl-7-r5-7500f-rtx-5070-v3,AMD Ryzen 5 7500F | 5.0GHz | 6 Cores 12 Threads,Zotac RTX 5070 Twin Edge OC - 12GB,32GB Lexar Thor RGB 6000MHz (2x16GB),1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs),Aftershock M-42 Frost Air Cooler - Black,Gigabyte B650M Gaming Wi-Fi - DDR5,Aftershock Rapid - Black 2025,650W Gigabyte P650SS 80+ Silver,10,2700,Desktop,RTS,Gaming,Desktop,"[""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,6,6,5,6,7,7,6,6,6,5,6,7,10,6,7,10,10,10,10
RTS_58,RTS-AU-LVL-9-RACE,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SIMFORCEMAX_9effd620-fff5-4495-8d6a-abd4599f83a0.webp?v=1751191786,4995,REDLINE : LVL 9,https://aftershockpc.com.au/products/redline-lvl-9-r7-7800x3d-rtx-5080,AMD Ryzen 7 7800X3D | 5.0 GHz | 8 Cores 16 Threads,Gigabyte RTX 5080 Gaming OC - 16GB,32GB Lexar Thor RGB 6000MHz (2x16GB),2TB Gen4 Kingston KC3000 M.2. NVME (R 7000MBs | W 7000MBs),Aftershock Glacier Mirror 360mm,Gigabyte B650M Gaming Wi-Fi - DDR5,Aftershock Chamber - Black,1000W MSI 80+ Gold - Modular MAG A1000GL - PCIe 5.0,1,,Desktop,RTS,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,9,7,6,5,9,8,9,8,8,10,9,8,8,10,10,8,8,8,8,8,9,10,8,8,10,10,10,10
RTS_59,RTS-AU-RIFT-4060-V3,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Rift16X4060_f5a811e7-58f2-46e5-9ac1-363d094e58d9.jpg?v=1751192815,2395,RIFT 16X,https://aftershockpc.com.au/products/rift-16x-i9-14900hx-rtx-4060,Intel Core i9-14900HX Processor | 5.8GHz | 24 Cores 32 Threads,Nvidia Geforce RTX 4060 8GB GDDR6,16GB Patriot SL 5600MHz DDR5 SODIMM (2x8GB),1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs),,,,99Whr Battery,1,3000,Laptop,RTS,Gaming,Laptop,"[""Engineering Student"", ""Light Gamer""]","[""Minimalist""]","[""excellent-1440p-performance""]",[],5,4,3,2,2,6,5,5,5,6,7,6,6,5,6,7,5,6,6,6,6,7,10,6,7,10,10,10,7
RTS_60,MPC-MOTO-SCUDERIA,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/DSC00205_1c69d485-904a-45d3-b7c2-6c2efd27f974.png?v=1752213768,2189,SCUDERIA VELOCITA,https://aftershockpc.com.au/products/scuderia-velocita-r7-7700-rtx-4070,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 4070 Windforce OC - 12GB,32GB Lexar Thor RGB 6000MHz (2x16GB),1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs),Aftershock Glacier Mirror 360mm,Gigabyte B650M Gaming Wi-Fi - DDR5,Scuderia Velocita Chassis,650W MSI A650BN 80+ Bronze,1,2599,Desktop,RTS,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
RTS_61,MPC-MOTO-SILVER,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/DSC00206_4d03605c-7a24-4cfb-8cf1-286f2627b24d.png?v=1752226072,2189,SILVER ARROW,https://aftershockpc.com.au/products/silver-arrow-r7-7700-rtx-4070,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 4070 Windforce OC - 12GB,32GB Lexar Thor RGB 6000MHz (2x16GB),1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs),Aftershock Glacier Mirror 360mm,Gigabyte B650M Gaming Wi-Fi - DDR5,Silver Arrow Chassis,650W MSI A650BN 80+ Bronze,1,2599,Desktop,RTS,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
RTS_62,RTS-AU-SIM-V3,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SIMFORCE_fa7fcd35-48e4-41f2-8552-7f926271960b.webp?v=1753837065,2445,SimForce,https://aftershockpc.com.au/products/simforce-r7-7700-rtx-5070-v3,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs),Aftershock M-42 Frost Air Cooler - Black,Gigabyte B650 Eagle AX - DDR5,Lian Li LanCool 207 Digital - Black,750W Inwin 80+ Gold,7,2900,Desktop,RTS,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
RTS_63,RTS-AU-SIMMAX-M3,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SIMFORCEMAX_0750e838-01e0-4c9f-bccb-a46ebe136726.webp?v=1753774073,4695,SimForce MAX,https://aftershockpc.com.au/products/simforce-max-r7-9800x3d-rtx-5080-m3,AMD Ryzen 7 9800X3D | 5.2 GHz | 8 Cores 16 Threads,Zotac RTX 5080 Solid OC -16GB,64GB Silicon Power XPOWER Storm 6000MHz RGB CL38 (2x32GB),2TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6500MBs),Aftershock Glacier Mirror 360mm,Gigabyte X870 Aorus Elite Wi-Fi 7 - DDR5,Lian Li LanCool 207 Digital - Black,1050W Inwin 80+ Platinum - Modular - PCIe 5.0,1,5400,Desktop,RTS,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,9,7,6,5,9,8,9,8,8,10,9,8,8,10,10,8,9,8,8,8,9,10,8,8,10,10,10,10
RTS_64,RTS-AU-SIMPRO-P4,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SIMFORCE_PRO_061b8a57-d742-4b15-9307-6c5a31bf7cc7.webp?v=1753837161,3395,SimForce PRO,https://aftershockpc.com.au/products/simforce-pro-r7-7800x3d-rtx-5070-ti-p4,AMD Ryzen 7 7800X3D | 5.0 GHz | 8 Cores 16 Threads,Gigabyte RTX 5070Ti Windforce OC - 16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs),Aftershock Glacier Mirror 360mm,Gigabyte B650 Eagle AX - DDR5,Lian Li LanCool 207 Digital - Black,850W Inwin P85II 80+ Gold,3,4200,Desktop,RTS,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""RGB Showcase"", ""Premium Aesthetic""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,8,7,7,7,7,9,8,7,7,8,9,7,8,7,8,7,9,10,8,8,10,10,10,10
RTS_65,MPC-SQUIGGLE-WHT,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/DSC01504_b6ec444b-9e80-4d08-a77a-c723ad79c63a.png?v=1752201869,2799,SQUIGGLE WHITE,https://aftershockpc.com.au/products/squiggle-white-r5-7500f-rtx-5070,AMD Ryzen 5 7500F | 5.0GHz | 6 Cores 12 Threads,Gigabyte RTX 5070 Aero OC - 12GB,32GB Lexar Thor RGB 6000MHz (2x16GB) - White,1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs),Aftershock Glacier Mirror 360mm - White,Gigabyte B650 Aorus Elite Ice AX - DDR5,Squiggle White Chassis,850W Inwin P85II 80+ Gold,1,3000,Desktop,RTS,Gaming,Desktop,"[""Engineering Student""]","[""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,6,6,5,6,7,7,6,6,6,5,6,7,10,6,7,10,10,10,10
RTS_66,RTS-AU-LVL-10-STEALTH,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/STEALTH_903.jpg?v=1754467115,6395,STEALTH 903 : LVL 10,https://aftershockpc.com.au/products/stealth-903-lvl-10-r7-9800x3d-rtx-5090,AMD Ryzen 7 9800X3D | 5.2 GHz | 8 Cores 16 Threads,Gigabyte RTX 5090 Windforce OC - 32GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),2TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6500MBs),DeepCool Assassin IV,Gigabyte B650 Eagle AX - DDR5,Montech 903 Base - Black,1050W Inwin 80+ Platinum - Modular - PCIe 5.0,5,7000,Desktop,RTS,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance"", ""best-for-creative-workflows"", ""4k-capable""]","[""1080p"", ""1440p""]",10,10,8,7,6,10,9,10,9,9,10,10,8,9,10,10,9,8,8,8,9,9,10,9,8,10,10,10,10
RTS_67,RTS-AU-LVL-8-STEALTH,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/STEALTH903.jpg?v=1754273288,3695,STEALTH 903 : LVL 8,https://aftershockpc.com.au/products/stealth-903-lvl-8-r7-9800x3d-rtx-5070-ti,AMD Ryzen 7 9800X3D | 5.2 GHz | 8 Cores 16 Threads,Asus RTX 5070Ti Prime OC - 16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),2TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6500MBs),DeepCool Assassin IV,Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Montech 903 Base - Black,850W Inwin P85II 80+ Gold,4,4400,Desktop,RTS,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,8,7,7,7,7,9,8,7,7,8,9,7,8,7,8,7,9,10,8,8,10,10,10,10
RTS_68,RTS-AU-LVL-11-HAF,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/RTS-AU-LVL-11-HAFV2.webp?v=1752656139,7995,THE PHANTOM,https://aftershockpc.com.au/products/the-phantom-ultra-9-285k-rtx-4090,Intel Core Ultra 9 285K | 5.7 GHz | 24 Cores 24 Threads,Gigabyte RTX 4090 Gaming OC - 24GB,64GB G.Skill Trident Z5 RGB 6000MHz CL30 (2x32GB),2TB Gen4 Lexar NM790 M.2. NVME (R 7400MBs | W 6500MBs),Aftershock Custom Open Loop,Gigabyte Z890 Aorus Elite WIFI 7 - DDR5,Cooler Master HAF 700 EVO Black/Grey,1000W MSI 80+ Gold - Modular MPG A1000G - PCIe 5.0,1,9000,Desktop,RTS,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance"", ""future-proof-specs"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,9,7,6,5,9,9,9,9,9,10,9,9,9,10,10,9,9,9,9,9,9,10,9,9,10,10,10,10
RTS_69,WS-RTS-VISION-PRO-P1,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/VisionMini_7d921ce6-61c9-4a8a-970e-0115e1dd15c8.png?v=1754274106,1099,VISION MINI : PRO,https://aftershockpc.com.au/products/vision-mini-pro-r5-8600g-amd-radeon™-760m-1,AMD Ryzen 5 8600G | 5.0GHz | 6 Cores 12 Threads,AMD RADEON™ 760M INTEGRATED,32GB Crucial 5600MHz DDR5 SODIMM (2x16GB),1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs),AMD APU Cooler,,Asrock Deskmini X600 Chassis,,2,1600,Desktop,RTS,Workstation,Desktop,"[""Student"", ""Budget-Conscious""]","[""Compact"", ""Premium Aesthetic""]","[""budget-friendly"", ""compact-form-factor""]",[],2,2,1,1,1,2,2,2,2,3,3,3,3,2,3,3,2,6,4,5,3,7,10,4,6,10,10,10,3
RTS_70,WS-RTS-VISION-HOME-V2,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/VisionMini_a8cb54a3-5f02-491d-9eb2-3645d42a6fb8.png?v=1754274085,949,VISION MINI HOME,https://aftershockpc.com.au/products/vision-mini-home-r5-8600g-amd-radeon™-760m,AMD Ryzen 5 8600G | 5.0GHz | 6 Cores 12 Threads,AMD RADEON™ 760M INTEGRATED,16GB Crucial 5600MHz DDR5 SODIMM (2x8GB),1TB Gen4 Silicon Power UD90 M.2. NVME (R 5000MBs | W 3800MBs),AMD APU Cooler,,Asrock Deskmini X600 Chassis,,9,1500,Desktop,RTS,Workstation,Desktop,"[""Student"", ""Budget-Conscious""]","[""Compact""]","[""budget-friendly"", ""compact-form-factor""]",[],2,2,1,1,1,2,2,2,2,3,3,3,3,2,3,3,2,5,3,4,3,6,10,4,5,10,10,10,3
RTS_71,RTS-VISION-MINI-V2,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/VisionMini_4bbd4d39-34e9-44e2-b87a-b03837b9db9c.png?v=1754274061,999,VISION MINI INTEL,https://aftershockpc.com.au/products/vision-mini-pc-i5-14400-intel-uhd-730,Intel Core i5-14400 | 4.7 GHz | 10 Cores 16 Threads,,32GB Crucial 3200MHz (2x16GB) - SODIMM,2TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6500MBs),Intel Stock Cooler,,ASROCK DESKMINI B660,,8,1500,Desktop,RTS,Workstation,Desktop,"[""Student"", ""Budget-Conscious""]","[""Compact""]","[""budget-friendly"", ""compact-form-factor""]",[],1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,2,4,1,6,10,3,5,10,10,10,1
RTS_72,RTS-SR-LVL-7W+GPU-V1,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/ZEALMINILVL7WHITEZOTAC_065a5eb0-5b00-4278-a863-0d8a93ba048a.jpg?v=1754273171,2145,ZEAL MINI : LVL 7,https://aftershockpc.com.au/products/eofy-zeal-mini-lvl-7-r5-7400f-rtx-5071,AMD Ryzen 5 7400F | 4.7GHz | 6 Cores 12 Threads,Zotac RTX 5070 AMP Extreme 12GB - White,32GB Lexar Thor RGB 6000MHz (2x16GB) - White,1TB Gen4 Lexar NQ790 M.2. NVME (R 7000MBs | W 6000MBs),Aftershock M-42 Frost Air Cooler - White,Gigabyte B650M Gaming Wi-Fi - DDR5,AFTERSHOCK Zeal M 2024,650W Gigabyte P650SS 80+ Silver,25,2700,Desktop,RTS,Gaming,Desktop,"[""1440p Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,6,5,7,6,5,6,6,5,6,7,7,5,6,6,5,5,7,10,6,6,10,10,10,10
RTS_73,RTS-SR-LVL-7-5070-V4,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/ZEALMINILVL7RTX5070_8dd23b93-ce50-4e88-a888-39d90ee3c626.jpg?v=1754272442,2145,ZEAL MINI : LVL 7,https://aftershockpc.com.au/products/zeal-mini-lvl-7-r5-7500f-rtx-5073,AMD Ryzen 5 7500F | 5.0GHz | 6 Cores 12 Threads,Zotac RTX 5070 Twin Edge OC - 12GB,32GB Lexar Thor RGB 6000MHz (2x16GB),1TB Gen4 Lexar NQ790 M.2. NVME (R 7000MBs | W 6000MBs),Aftershock M-42 Frost Air Cooler - Black,Gigabyte B650M Gaming Wi-Fi - DDR5,AFTERSHOCK Zeal M 2024,650W Gigabyte P650SS 80+ Silver,104,2700,Desktop,RTS,Gaming,Desktop,"[""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,6,6,5,6,7,7,6,6,6,5,6,7,10,6,7,10,10,10,10
RTS_74,RTS-AU-PBA-LVL-8-P2,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/PBAASUS.jpg?v=1753430002,3495,ZEPHYR : LVL 8 PRO,https://aftershockpc.com.au/products/zephyr-lvl-8-pro-r7-7800x3d-rtx-5070-ti,AMD Ryzen 7 7800X3D | 5.0 GHz | 8 Cores 16 Threads,Asus RTX 5070Ti Prime OC - 16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),2TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6500MBs),Aftershock Glacier Mirror 360mm,Asus B850M TUF Gaming Plus Wi-Fi - DDR5,Asus A21 - Black,850W Inwin P85II 80+ Gold,1,4100,Desktop,RTS,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""RGB Showcase"", ""Premium Aesthetic""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,8,7,7,7,7,9,8,7,7,8,9,7,8,7,8,7,9,10,8,8,10,10,10,10
Custom_1,Focus X Slate,https://images.prismic.io/aftershockpc/ec431cf7-92f9-4ef5-b626-12cf679bf479_KVHyperfocus_Mobile.png,7565 ,Focus X Slate,https://aftershockpc.com.au/pc-models/focus-x-rackmount,AMD Ryzen Threadripper 7960X | 5.3 GHz | 24 Cores 48 Threads,Nvidia RTX 2000 ADA - 16GB GDDR6,64GB Micron ECC CL46 5600MHz (2x32GB)  - DDR5,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Cooler Master ML360 Mirror TR4 | 360mm Radiator, 3 x Noctua 120mm Industrial 2000RPM PWM Fans | 2 x Noctua 80mm PWM Fans",Asus PRO WS TRX50 SAGE WIFI,Silverstone RM44 4U Rackmount Chassis,1050W Inwin 80+ Platinum - Modular - PCIe 5.0,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""Minimalist""]","[""excellent-1440p-performance""]",[],3,3,2,2,1,5,5,4,4,6,8,6,7,3,6,8,5,10,7,10,6,10,10,7,10,10,10,10,4
Custom_2,Novacore,https://images.prismic.io/aftershockpc/e5690baf-b213-45a7-b8f3-b51cef3cae24_Astrocore+SLP+KV+Mobile.png.png,2499 ,Novacore,https://aftershockpc.com.au/pc-models/novacore,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 8 x Aftershock Omni RGB 120mm Fans",Gigabyte B650 Eagle AX - DDR5,Lian Li O11 Vision Compact - Black,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
Custom_3,Post Production - Industry Standard,https://images.prismic.io/aftershockpc/ZiXHQvPdc1huKqeA_KV_Mobile.png.png,5449 ,Post Production - Industry Standard,https://aftershockpc.com.au/pc-models/ppf-industry,Intel Core Ultra 9 285K | 5.7 GHz | 24 Cores 24 Threads,Asus RTX 5080 Prime OC - 16GB,64GB Crucial Pro 5600MHz (2x32GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 5 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime Z890-P Wi-Fi CSM - DDR5,Fractal Design North XL Charcoal - Black TG Dark,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""Minimalist"", ""Premium Aesthetic""]","[""excellent-1440p-performance"", ""future-proof-specs"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,9,7,6,5,9,9,9,9,9,10,9,9,9,10,10,9,9,9,9,9,9,10,9,9,10,10,10,10
Custom_4,Zen - PRO ,https://images.prismic.io/aftershockpc/3fe9ac07-a46d-473e-b5d4-6a4e90c1c307_CHAMBER_KV_Thumbnail.png,2399 ,Zen - PRO ,https://aftershockpc.com.au/pc-models/zen,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","MSI MAG A13 Core Liquid 240mm Radiator, 4 x Aftershock 2200rpm PWM 120mm Fans",Gigabyte B650 Eagle AX - DDR5,Fractal Design North Charcoal - Walnut Wood - Glass,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""1440p Gamer""]","[""RGB Showcase"", ""Minimalist"", ""Premium Aesthetic""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,6,6,5,6,7,7,6,5,6,5,6,6,10,6,6,10,10,10,10
Custom_5,Zeal Mini,https://images.prismic.io/aftershockpc/Zm-eNpm069VX1ymd_ZEALKV2022M.png.png,1699 ,Zeal Mini,https://aftershockpc.com.au/pc-models/zeal-mini,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060Ti Windforce OC - 8GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 6 x Aftershock Omni RGB 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Aftershock Zeal M - Black,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Engineering Student"", ""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,6,5,5,5,7,10,6,7,10,10,10,7
Custom_6,Tom Yum Ramen,https://images.prismic.io/aftershockpc/ZhSnxxrFxhpPBYju_THUMBNAIL_TomYum.png,1699 ,Tom Yum Ramen,https://aftershockpc.com.au/pc-models/ramen-tomyum,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 5 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Ramen Tom Yum Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
